Item Code,Task,Segment,Report,Sub task,Material Spacification,QTY,Unit,Reat,Total Amount in BDT,Remarks
,Structure Work,3rd Floor,,10mm Rod,GPH,"2,900.00",Kg,71,"205,900.00",
,Structure Work,3rd Floor,,12mm Rod,GPH,65,Kg,71,"4,615.00",
,Structure Work,3rd Floor,,16mm Rod,GPH,830,Kg,71,"58,930.00",
,Structure Work,3rd Floor,,20mm Rod,GPH,"1,780.00",Kg,71,"126,380.00",
,Structure Work,3rd Floor,,22mm Rod,,,,,0.00,
,Structure Work,3rd Floor,,25mm Rod,GPH,95,Kg,71,"6,745.00",
,Structure Work,3rd Floor,,Cement (OPC/ CEM I),Fresh,67,Bag,425,"28,475.00",
,Structure Work,3rd Floor,,Cement (PCC/ CEM II),,,,,0.00,
,Structure Work,3rd Floor,,Sand (FM 2.50),APCS,138,Cft,55,"7,590.00",
,Structure Work,3rd Floor,,Sand (FM 1.50),APCS,,Cft,28,0.00,
,Structure Work,3rd Floor,,Viti Sand,,,,14,0.00,
,Structure Work,3rd Floor,,18mm single stone ,,,,,0.00,
,Structure Work,3rd Floor,,18mm crushed stone,APCS,264,Cft,195,"51,480.00",
,Structure Work,3rd Floor,,12mm crushed stone,,,,,0.00,
,Structure Work,3rd Floor,,18mm Brick Chips,,,,90,0.00,
,Structure Work,3rd Floor,,1st class Brick,,,,9,0.00,
,Structure Work,3rd Floor,,2nd class Brick,,,,7.5,0.00,
,Structure Work,3rd Floor,,Picket Brick,,,,,0.00,
,Structure Work,3rd Floor,,Chemical (ConLub),Baral,,Litre,145,0.00,
,Structure Work,3rd Floor,,Daily Labour,,5,Nos,,0.00,
,Structure Work,3rd Floor,,Ready Mix Concrete,3500 psi,"1,046.00",Cft,260,"271,960.00",
,Structure Work,3rd Floor,,Contrator Bill,APA,"1,605.00",Sft,112.2,"180,081.00",204/ @ 55%
,Structure Work,3rd Floor,,Form Work,,,,,0.00,
,Structure Work,4th floor,,08mm Rod,,,,,0.00,
,Structure Work,4th floor,,10mm Rod,GPH,"2,910.00",Kg,71,"206,610.00",
,Structure Work,4th floor,,12mm Rod,GPH,65,Kg,71,"4,615.00",
,Structure Work,4th floor,,16mm Rod,GPH,"1,010.00",Kg,71,"71,710.00",
,Structure Work,4th floor,,20mm Rod,GPH,"1,530.00",Kg,71,"108,630.00",
,Structure Work,4th floor,,22mm Rod,,,,,0.00,
,Structure Work,4th floor,,25mm Rod,GPH,,Kg,71,0.00,
,Structure Work,4th floor,,Cement (OPC/ CEM I),Fresh,67,Bag,425,"28,475.00",
,Structure Work,4th floor,,Cement (PCC/ CEM II),,,,,0.00,
,Structure Work,4th floor,,Sand (FM 2.50),APCS,138,Cft,55,"7,590.00",
,Structure Work,4th floor,,Sand (FM 1.50),APCS,,Cft,28,0.00,
,Structure Work,4th floor,,Viti Sand,,,,14,0.00,
,Structure Work,4th floor,,18mm single stone ,,,,,0.00,
,Structure Work,4th floor,,18mm crushed stone,APCS,264,Cft,195,"51,480.00",
,Structure Work,4th floor,,12mm crushed stone,,,,,0.00,
,Structure Work,4th floor,,18mm Brick Chips,,,,90,0.00,
,Structure Work,4th floor,,1st class Brick,,,,9,0.00,
,Structure Work,4th floor,,2nd class Brick,,,,7.5,0.00,
,Structure Work,4th floor,,Picket Brick,,,,,0.00,
,Structure Work,4th floor,,Chemical (ConLub),Baral,,Litre,145,0.00,
,Structure Work,4th floor,,Daily Labour,,5,Nos,,0.00,
,Structure Work,4th floor,,Ready Mix Concrete,3500 psi,"1,025.00",Cft,260,"266,500.00",
,Structure Work,4th floor,,Contrator Bill,APA,"1,555.00",Sft,116.6,"181,313.00",212/ @ 55%
,Structure Work,4th floor,,Form Work,,,,,0.00,
,Structure Work,5th floor,,08mm Rod,,,,,0.00,
,Structure Work,5th floor,,10mm Rod,GPH,"2,900.00",Kg,71,"205,900.00",
,Structure Work,5th floor,,12mm Rod,GPH,65,Kg,71,"4,615.00",
,Structure Work,5th floor,,16mm Rod,GPH,"1,010.00",Kg,71,"71,710.00",
,Structure Work,5th floor,,20mm Rod,GPH,"1,500.00",Kg,71,"106,500.00",
,Structure Work,5th floor,,22mm Rod,,,,,0.00,
,Structure Work,5th floor,,25mm Rod,GPH,,Kg,71,0.00,
,Structure Work,5th floor,,Cement (OPC/ CEM I),Fresh,67,Bag,425,"28,475.00",
,Structure Work,5th floor,,Cement (PCC/ CEM II),,,,,0.00,
,Structure Work,5th floor,,Sand (FM 2.50),APCS,138,Cft,55,"7,590.00",
,Structure Work,5th floor,,Sand (FM 1.50),APCS,,Cft,28,0.00,
,Structure Work,5th floor,,Viti Sand,,,,14,0.00,
,Structure Work,5th floor,,18mm single stone ,,,,,0.00,
,Structure Work,5th floor,,18mm crushed stone,APCS,264,Cft,195,"51,480.00",
,Structure Work,5th floor,,12mm crushed stone,,,,,0.00,
,Structure Work,5th floor,,18mm Brick Chips,,,,90,0.00,
,Structure Work,5th floor,,1st class Brick,,,,9,0.00,
,Structure Work,5th floor,,2nd class Brick,,,,7.5,0.00,
,Structure Work,5th floor,,Picket Brick,,,,,0.00,
,Structure Work,5th floor,,Chemical (ConLub),Baral,,Litre,145,0.00,
,Structure Work,5th floor,,Daily Labour,,5,Nos,,0.00,
,Structure Work,5th floor,,Ready Mix Concrete,3500 psi,"1,035.00",Cft,260,"269,100.00",
,Structure Work,5th floor,,Contrator Bill,APA,"1,572.00",Sft,121,"190,212.00",220/ @ 55%
,Structure Work,5th floor,,Form Work,,,,,0.00,
,Structure Work,6th floor,,08mm Rod,,,,,0.00,
,Structure Work,6th floor,,10mm Rod,GPH,"2,900.00",Kg,71,"205,900.00",
,Structure Work,6th floor,,12mm Rod,GPH,65,Kg,71,"4,615.00",
,Structure Work,6th floor,,16mm Rod,GPH,"1,010.00",Kg,71,"71,710.00",
,Structure Work,6th floor,,20mm Rod,GPH,"1,500.00",Kg,71,"106,500.00",
,Structure Work,6th floor,,22mm Rod,,,,,0.00,
,Structure Work,6th floor,,25mm Rod,,,,71,0.00,
,Structure Work,6th floor,,Cement (OPC/ CEM I),Fresh,67,Bag,425,"28,475.00",
,Structure Work,6th floor,,Cement (PCC/ CEM II),,,,,0.00,
,Structure Work,6th floor,,Sand (FM 2.50),APCS,138,Cft,55,"7,590.00",
,Structure Work,6th floor,,Sand (FM 1.50),APCS,,Cft,28,0.00,
,Structure Work,6th floor,,Viti Sand,,,,14,0.00,
,Structure Work,6th floor,,18mm single stone ,,,,,0.00,
,Structure Work,6th floor,,18mm crushed stone,APCS,264,Cft,195,"51,480.00",
,Structure Work,6th floor,,12mm crushed stone,,,,,0.00,
,Structure Work,6th floor,,18mm Brick Chips,,,,90,0.00,
,Structure Work,6th floor,,1st class Brick,,,,9,0.00,
,Structure Work,6th floor,,2nd class Brick,,,,7.5,0.00,
,Structure Work,6th floor,,Picket Brick,,,,,0.00,
,Structure Work,6th floor,,Chemical (ConLub),Baral,,Litre,145,0.00,
,Structure Work,6th floor,,Daily Labour,,5,Nos,,0.00,
,Structure Work,6th floor,,Ready Mix Concrete,3500 psi,"1,085.00",Cft,260,"282,100.00",
,Structure Work,6th floor,,Contrator Bill,APA,"1,695.00",Sft,125.4,"212,553.00",228/ @ 55%
,Structure Work,6th floor,,Form Work,,,,,0.00,
,Structure Work,7th floor,,08mm Rod,,,,,0.00,
,Structure Work,7th floor,,10mm Rod,GPH,"2,900.00",Kg,71,"205,900.00",
,Structure Work,7th floor,,12mm Rod,GPH,65,Kg,71,"4,615.00",
,Structure Work,7th floor,,16mm Rod,GPH,"1,370.00",Kg,71,"97,270.00",
,Structure Work,7th floor,,20mm Rod,GPH,890,Kg,71,"63,190.00",
,Structure Work,7th floor,,22mm Rod,,,,,0.00,
,Structure Work,7th floor,,25mm Rod,,,,71,0.00,
,Structure Work,7th floor,,Cement (OPC/ CEM I),Fresh,67,Bag,425,"28,475.00",
,Structure Work,7th floor,,Cement (PCC/ CEM II),,,,,0.00,
,Structure Work,7th floor,,Sand (FM 2.50),APCS,138,Cft,55,"7,590.00",
,Structure Work,7th floor,,Sand (FM 1.50),APCS,,Cft,28,0.00,
,Structure Work,7th floor,,Viti Sand,,,,14,0.00,
,Structure Work,7th floor,,18mm single stone ,,,,,0.00,
,Structure Work,7th floor,,18mm crushed stone,APCS,264,Cft,195,"51,480.00",
,Structure Work,7th floor,,12mm crushed stone,,,,,0.00,
,Structure Work,7th floor,,18mm Brick Chips,,,,90,0.00,
,Structure Work,7th floor,,1st class Brick,,,,9,0.00,
,Structure Work,7th floor,,2nd class Brick,,,,7.5,0.00,
,Structure Work,7th floor,,Picket Brick,,,,,0.00,
,Structure Work,7th floor,,Chemical (ConLub),Baral,,Litre,145,0.00,
,Structure Work,7th floor,,Daily Labour,,5,Nos,,0.00,
,Structure Work,7th floor,,Ready Mix Concrete,3500 psi,"1,035.00",Cft,260,"269,100.00",
,Structure Work,7th floor,,Contrator Bill,APA,"1,588.00",Sft,129.8,"206,122.40",236/ @ 55%
,Structure Work,7th floor,,Form Work,,,,,0.00,
,Structure Work,8th floor,,08mm Rod,,,,,0.00,
,Structure Work,8th floor,,10mm Rod,GPH,"2,900.00",Kg,71,"205,900.00",
,Structure Work,8th floor,,12mm Rod,GPH,65,Kg,71,"4,615.00",
,Structure Work,8th floor,,16mm Rod,GPH,"1,370.00",Kg,71,"97,270.00",
,Structure Work,8th floor,,20mm Rod,GPH,890,Kg,71,"63,190.00",
,Structure Work,8th floor,,22mm Rod,,,,,0.00,
,Structure Work,8th floor,,25mm Rod,,,,71,0.00,
,Structure Work,8th floor,,Cement (OPC/ CEM I),Fresh,67,Bag,425,"28,475.00",
,Structure Work,8th floor,,Cement (PCC/ CEM II),,,,,0.00,
,Structure Work,8th floor,,Sand (FM 2.50),APCS,138,Cft,55,"7,590.00",
,Structure Work,8th floor,,Sand (FM 1.50),APCS,,Cft,28,0.00,
,Structure Work,8th floor,,Viti Sand,APCS,,,14,0.00,
,Structure Work,8th floor,,18mm single stone ,,,,,0.00,
,Structure Work,8th floor,,18mm crushed stone,APCS,264,Cft,195,"51,480.00",
,Structure Work,8th floor,,12mm crushed stone,,,,,0.00,
,Structure Work,8th floor,,18mm Brick Chips,,,,90,0.00,
,Structure Work,8th floor,,1st class Brick,,,,9,0.00,
,Structure Work,8th floor,,2nd class Brick,,,,7.5,0.00,
,Structure Work,8th floor,,Picket Brick,,,,,0.00,
,Structure Work,8th floor,,Chemical (ConLub),Baral,,Litre,145,0.00,
,Structure Work,8th floor,,Daily Labour,,5,Nos,,0.00,
,Structure Work,8th floor,,Ready Mix Concrete,3500 psi,"1,025.00",Cft,260,"266,500.00",
,Structure Work,8th floor,,Contrator Bill,APA,"1,548.00",Sft,134.2,"207,741.60",244/ @ 55%
,Structure Work,8th floor,,Form Work,,,,,0.00,
,Structure Work,Roof Top,,08mm Rod,,,,,0.00,
,Structure Work,Roof Top,,10mm Rod,GPH,"2,620.00",Kg,71,"186,020.00",
,Structure Work,Roof Top,,12mm Rod,GPH,265,Kg,71,"18,815.00",
,Structure Work,Roof Top,,16mm Rod,GPH,825,Kg,71,"58,575.00",
,Structure Work,Roof Top,,20mm Rod,GPH,290,Kg,71,"20,590.00",
,Structure Work,Roof Top,,22mm Rod,,,,,0.00,
,Structure Work,Roof Top,,25mm Rod,,,,71,0.00,
,Structure Work,Roof Top,,Cement (OPC/ CEM I),Fresh,200,Bag,425,"85,000.00",
,Structure Work,Roof Top,,Cement (PCC/ CEM II),,,,,0.00,
,Structure Work,Roof Top,,Sand (FM 2.50),APCS,385,Cft,55,"21,175.00",
,Structure Work,Roof Top,,Sand (FM 1.50),APCS,,Cft,28,0.00,
,Structure Work,Roof Top,,Viti Sand,,,,14,0.00,
,Structure Work,Roof Top,,18mm single stone ,,,,,0.00,
,Structure Work,Roof Top,,18mm crushed stone,APCS,770,,195,"150,150.00",
,Structure Work,Roof Top,,12mm crushed stone,,,,,0.00,
,Structure Work,Roof Top,,18mm Brick Chips,,,,90,0.00,
,Structure Work,Roof Top,,1st class Brick,,,,9,0.00,
,Structure Work,Roof Top,,2nd class Brick,,,,7.5,0.00,
,Structure Work,Roof Top,,Picket Brick,,,,,0.00,
,Structure Work,Roof Top,,Chemical (ConLub),Baral,30,Litre,145,"4,350.00",
,Structure Work,Roof Top,,Daily Labour,,5,Nos,,0.00,
,Structure Work,Roof Top,,Ready Mix Concrete,3500 psi,,Cft,260,0.00,
,Structure Work,Roof Top,,Contrator Bill,APA,"1,548.00",Sft,77,"119,196.00",140/ @ 55%
,Structure Work,Roof Top,,Form Work,,,,,0.00,
,Brick Work ,Ground Floor,,08mm Rod,,,,,0.00,
,Brick Work ,Ground Floor,,10mm Rod,,510,Kg,71,"36,210.00",
,Brick Work ,Ground Floor,,12mm Rod,,,,,0.00,
,Brick Work ,Ground Floor,,16mm Rod,,"1,365.00",Kg,,0.00,
,Brick Work ,Ground Floor,,Cement (PCC/ CEM II),,119,Bag,390,"46,410.00",
,Brick Work ,Ground Floor,,Sand (FM 2.20),,70,Cft,55,"3,850.00",
,Brick Work ,Ground Floor,,Sand (FM 1.20),,440,Cft,28,"12,320.00",
,Brick Work ,Ground Floor,,18mm crushed stone,,,,,0.00,
,Brick Work ,Ground Floor,,12mm crushed stone,,,,,0.00,
,Brick Work ,Ground Floor,,18mm Brick Chips,,350,Cft,95,"33,250.00",
,Brick Work ,Ground Floor,,1st class Brick,,"13,738.00",Nos,9.5,"130,511.00",
,Brick Work ,Ground Floor,,Picket Brick,,,,,0.00,
,Brick Work ,Ground Floor,,Chemical ,,,,,0.00,
,Brick Work ,Ground Floor,,Daily Labour,,4,Nos,500,"2,000.00",
,Brick Work ,Ground Floor,,Contrator Bill ,,"1,922.00",Sft,36,"69,192.00",180/ @ 20%
,Brick Work ,Ground Floor,,Contrator Bill (Boundary Wall),,"1,540.00",Sft,14,"21,560.00",70/ @ 20%
,Brick Work ,Ground Floor,,Form Work,,,,,0.00,
,Brick Work ,Ground Floor,,Nonschedule Material,,,,,0.00,
,Brick Work ,Ground Floor,,Nonschedule Labour Bill,,,,,0.00,
,Brick Work ,1st Floor,,08mm Rod,,,,,0.00,
,Brick Work ,1st Floor,,10mm Rod,,350,Kg,71,"24,850.00",
,Brick Work ,1st Floor,,12mm Rod,,,,,0.00,
,Brick Work ,1st Floor,,Cement (PCC/ CEM II),,58,Bag,390,"22,620.00",
,Brick Work ,1st Floor,,Sand (FM 1.20),,360,Cft,28,"10,080.00",
,Brick Work ,1st Floor,,18mm crushed stone,,,,,0.00,
,Brick Work ,1st Floor,,12mm crushed stone,,,,,0.00,
,Brick Work ,1st Floor,,18mm Brick Chips,,90,Cft,95,"8,550.00",
,Brick Work ,1st Floor,,1st class Brick,,"11,650.00",Nos,9.5,"110,675.00",
,Brick Work ,1st Floor,,Picket Brick,,,,,0.00,
,Brick Work ,1st Floor,,Chemical ,,,,,0.00,
,Brick Work ,1st Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Brick Work ,1st Floor,,Contrator Bill,,"1,553.00",Sft,37.6,"58,392.80",188/ @ 20%
,Brick Work ,1st Floor,,Form Work,,,,,0.00,
,Brick Work ,1st Floor,,Nonschedule Material,,,,,0.00,
,Brick Work ,1st Floor,,Nonschedule Labour Bill,,,,,0.00,
,Brick Work ,2nd Floor,,08mm Rod,,,,,0.00,
,Brick Work ,2nd Floor,,10mm Rod,,350,Kg,71,"24,850.00",
,Brick Work ,2nd Floor,,12mm Rod,,,,,0.00,
,Brick Work ,2nd Floor,,Cement (PCC/ CEM II),,58,Bag,390,"22,620.00",
,Brick Work ,2nd Floor,,Sand (FM 1.20),,360,Cft,28,"10,080.00",
,Brick Work ,2nd Floor,,18mm crushed stone,,,,,0.00,
,Brick Work ,2nd Floor,,12mm crushed stone,,,,,0.00,
,Brick Work ,2nd Floor,,18mm Brick Chips,,90,Cft,95,"8,550.00",
,Brick Work ,2nd Floor,,1st class Brick,,"11,650.00",Nos,9.5,"110,675.00",
,Brick Work ,2nd Floor,,Picket Brick,,,,,0.00,
,Brick Work ,2nd Floor,,Chemical ,,,,,0.00,
,Brick Work ,2nd Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Brick Work ,2nd Floor,,Contrator Bill,,"1,658.00",Sft,39.2,"64,993.60",196/ @ 20%
,Brick Work ,2nd Floor,,Form Work,,,,,0.00,
,Brick Work ,2nd Floor,,Nonschedule Material,,,,,0.00,
,Brick Work ,2nd Floor,,Nonschedule Labour Bill,,,,,0.00,
,Brick Work ,3rd Floor,,08mm Rod,,,,,0.00,
,Brick Work ,3rd Floor,,10mm Rod,,350,Kg,71,"24,850.00",
,Brick Work ,3rd Floor,,12mm Rod,,,,,0.00,
,Brick Work ,3rd Floor,,Cement (PCC/ CEM II),,58,Bag,390,"22,620.00",
,Brick Work ,3rd Floor,,Sand (FM 1.20),,360,Cft,28,"10,080.00",
,Brick Work ,3rd Floor,,18mm crushed stone,,,,,0.00,
,Brick Work ,3rd Floor,,12mm crushed stone,,,,,0.00,
,Brick Work ,3rd Floor,,18mm Brick Chips,,90,Cft,95,"8,550.00",
,Brick Work ,3rd Floor,,1st class Brick,,"11,650.00",Nos,9.5,"110,675.00",
,Brick Work ,3rd Floor,,Picket Brick,,,,,0.00,
,Brick Work ,3rd Floor,,Chemical ,,,,,0.00,
,Brick Work ,3rd Floor,,Daily Labour,,2,Nos,500,"1,000.00",
,Brick Work ,3rd Floor,,Contrator Bill,,"1,605.00",Sft,40.8,"65,484.00",204/ @ 20%
,Brick Work ,3rd Floor,,Form Work,,,,,0.00,
,Brick Work ,3rd Floor,,Nonschedule Material,,,,,0.00,
,Brick Work ,3rd Floor,,Nonschedule Labour Bill,,,,,0.00,
,Brick Work ,4th Floor,,08mm Rod,,,,,0.00,
,Brick Work ,4th Floor,,10mm Rod,,350,Kg,71,"24,850.00",
,Brick Work ,4th Floor,,12mm Rod,,,,,0.00,
,Brick Work ,4th Floor,,Cement (PCC/ CEM II),,58,Bag,390,"22,620.00",
,Brick Work ,4th Floor,,Sand (FM 1.20),,360,Cft,28,"10,080.00",
,Brick Work ,4th Floor,,18mm crushed stone,,,,,0.00,
,Brick Work ,4th Floor,,12mm crushed stone,,,,,0.00,
,Brick Work ,4th Floor,,18mm Brick Chips,,90,Cft,95,"8,550.00",
,Brick Work ,4th Floor,,1st class Brick,,"11,650.00",Nos,9.5,"110,675.00",
,Brick Work ,4th Floor,,Picket Brick,,,,,0.00,
,Brick Work ,4th Floor,,Chemical ,,,,,0.00,
,Brick Work ,4th Floor,,Daily Labour,,2,Nos,500,"1,000.00",
